date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,festival_season_flag,back_to_school_flag,promo_type,customer_segment,returned_units,refund_amount,return_reason,product_name,category,unit_cost,unit_price,reorder_point,store_name,city,supplier_name,fill_rate,profit,profit_margin_pct,year,month,year_month,quarter,day_of_week,is_weekend
2021-12-12,S016,HOM-P0017,W06,SUP13,9.0,209.0,0,0,0.0,0,20131.29,2236.81,23.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Scented Candle Pack Plus,Home Decor,1657.96,2904.95,85,Guwahati Mall Outlet,Guwahati,Pinnacle Wholesale,,5209.6500000000015,25.88,2021,12,2021-12,4,Sunday,True
2021-12-12,S016,KIT-P0001,W06,SUP11,0.0,0.0,80,0,9.0,1,0.0,2820.77,0.0,0,Cloudy,Winter,1,0,,Online,0,0.0,,Non-Stick Pan,Kitchen,1494.54,2820.77,32,Guwahati Mall Outlet,Guwahati,Orbit Sourcing Ltd,0.0,0.0,,2021,12,2021-12,4,Sunday,True
2021-12-12,S016,TOY-P0014,W06,SUP06,9.0,296.0,0,0,0.0,0,827.01,91.89,0.0,0,Cold,Winter,1,0,,Online,0,0.0,,Rubik Cube,Toys,65.22,91.89,82,Guwahati Mall Outlet,Guwahati,Nationwide Traders,,240.02999999999997,29.02,2021,12,2021-12,4,Sunday,True
2021-12-12,S017,BEA-P0033,W01,SUP10,9.0,167.0,0,0,0.0,0,2313.54,257.06,12.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Lipstick Mini,Beauty,202.52,292.11,99,Chandigarh High Street Store,Chandigarh,Silverline Merchandise,,490.8599999999999,21.22,2021,12,2021-12,4,Sunday,True
2021-12-12,S022,CLO-P0022,W01,SUP17,69.0,136.0,0,0,0.0,0,34237.8,496.2,23.0,1,Cold,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Silk Saree Plus,Clothing,366.25,644.42,57,Ludhiana Central Plaza,Ludhiana,Oceanic Import-Export,,8966.550000000003,26.19,2021,12,2021-12,4,Sunday,True
2021-12-12,S024,BEA-P0001,W04,SUP04,8.0,203.0,0,0,0.0,0,6406.96,800.87,0.0,0,Cloudy,Winter,1,0,,Online,0,0.0,,Face Wash,Beauty,416.7,800.87,96,Ranchi Mall Outlet,Ranchi,Apex Trading Corp,,3073.36,47.97,2021,12,2021-12,4,Sunday,True
2021-12-12,S024,KIT-P0005,W04,SUP11,8.0,168.0,0,0,0.0,0,14580.08,1822.51,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Dinner Set,Kitchen,1142.81,1822.51,99,Ranchi Mall Outlet,Ranchi,Orbit Sourcing Ltd,,5437.6,37.29,2021,12,2021-12,4,Sunday,True
2021-12-12,S024,STA-P0030,W04,SUP02,8.0,78.0,0,0,0.0,0,4297.44,537.18,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Calculator Mini,Stationery,377.45,537.18,38,Ranchi Mall Outlet,Ranchi,Metro Wholesale Co.,,1277.8399999999997,29.73,2021,12,2021-12,4,Sunday,True
2021-12-12,S025,FUR-P0004,W07,SUP08,49.0,118.0,0,137,0.0,0,6980.54,142.46,30.0,1,Cold,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Bedside Table,Furniture,109.71,203.52,69,Raipur High Street Store,Raipur,Summit Supply Chain,1.0,1604.75,22.99,2021,12,2021-12,4,Sunday,True
2021-12-12,S025,TOY-P0031,W07,SUP20,0.0,0.0,78,0,24.0,1,0.0,691.44,14.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Toy Drone Mini,Toys,581.47,804.0,34,Raipur High Street Store,Raipur,Meridian Supply Group,0.0,0.0,,2021,12,2021-12,4,Sunday,True
2021-12-13,S001,GRO-P0011,W01,SUP05,15.0,125.0,0,0,0.0,0,5396.7,359.78,0.0,0,Cloudy,Winter,1,0,,Online,0,0.0,,Cornflakes 500g,Groceries,253.39,359.78,74,Pune Central Store,Pune,Bluewave Supplies,,1595.85,29.57,2021,12,2021-12,4,Monday,False
2021-12-13,S001,PET-P0019,W01,SUP13,17.0,209.0,0,0,0.0,0,14687.15,863.95,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Chew Toy Plus,Pet Supplies,501.94,863.95,76,Pune Central Store,Pune,Pinnacle Wholesale,,6154.17,41.9,2021,12,2021-12,4,Monday,False
2021-12-13,S002,HOM-P0010,W01,SUP16,33.0,32.0,102,0,21.0,0,73326.66,2222.02,0.0,0,Sunny,Winter,1,0,,Corporate,0,0.0,,Fairy Lights,Home Decor,1638.13,2222.02,57,Mumbai Andheri Store,Mumbai,Crescent Traders,0.0,19268.370000000003,26.28,2021,12,2021-12,4,Monday,False
2021-12-13,S003,SPO-P0030,W02,SUP09,22.0,50.0,0,0,0.0,0,79416.26,3609.83,29.0,1,Cloudy,Winter,1,0,Festival Sale,Retail,0,0.0,,Fitness Band Mini,Sports,3605.26,5084.27,38,Bengaluru Koramangala Store,Bengaluru,Golden Gate Imports,,100.5399999999936,0.13,2021,12,2021-12,4,Monday,False
2021-12-13,S004,SPO-P0025,W02,SUP20,14.0,6.0,132,0,23.0,0,53661.58,3832.97,28.0,1,Cold,Winter,1,0,Festival Sale,Corporate,0,0.0,,Badminton Racket Classic,Sports,3821.4,5323.57,58,Chennai T Nagar Store,Chennai,Meridian Supply Group,0.0,161.9800000000032,0.3,2021,12,2021-12,4,Monday,False
2021-12-13,S005,CLO-P0023,W03,SUP04,32.0,197.0,0,0,0.0,0,7617.28,238.04,16.0,1,Cloudy,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Kurta Set Plus,Clothing,155.52,283.38,84,Delhi Connaught Place Store,Delhi,Apex Trading Corp,,2640.6399999999994,34.67,2021,12,2021-12,4,Monday,False
2021-12-13,S005,GRO-P0003,W03,SUP03,9.0,102.0,0,0,0.0,0,1306.8,145.2,0.0,0,Sunny,Winter,1,0,,Online,0,0.0,,Wheat Flour 5kg,Groceries,83.06,145.2,58,Delhi Connaught Place Store,Delhi,Prime Vendors Ltd,,559.26,42.8,2021,12,2021-12,4,Monday,False
2021-12-13,S007,KIT-P0032,W04,SUP16,6.0,196.0,0,0,0.0,0,16320.18,2720.03,15.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Pressure Cooker Mini,Kitchen,2162.46,3200.04,66,Kolkata MG Road Store,Kolkata,Crescent Traders,,3345.42,20.5,2021,12,2021-12,4,Monday,False
2021-12-13,S008,GRO-P0006,W05,SUP05,14.0,39.0,76,0,6.0,0,6636.42,474.03,0.0,0,Cloudy,Winter,1,0,,Corporate,0,0.0,,Masala Mix 200g,Groceries,259.78,474.03,48,Ahmedabad Mall Outlet,Ahmedabad,Bluewave Supplies,0.0,2999.5000000000005,45.2,2021,12,2021-12,4,Monday,False
2021-12-13,S009,CLO-P0025,W01,SUP03,14.0,183.0,0,0,0.0,0,11760.7,840.05,21.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Woolen Sweater Plus,Clothing,651.3,1063.35,89,Jaipur High Street Store,Jaipur,Prime Vendors Ltd,,2642.500000000002,22.47,2021,12,2021-12,4,Monday,False
2021-12-13,S009,STA-P0026,W01,SUP01,27.0,13.0,93,0,5.0,0,2906.01,107.63,0.0,0,Cold,Winter,1,0,,Corporate,0,0.0,,Sketch Pen Set Classic,Stationery,73.01,107.63,44,Jaipur High Street Store,Jaipur,Sunrise Distributors,0.0,934.74,32.17,2021,12,2021-12,4,Monday,False
2021-12-13,S011,CLO-P0035,W05,SUP16,7.0,206.0,0,0,0.0,0,7796.32,1113.76,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Hoodie Classic,Clothing,687.67,1113.76,81,Surat Ring Road Store,Surat,Crescent Traders,,2982.63,38.26,2021,12,2021-12,4,Monday,False
2021-12-13,S011,FUR-P0035,W05,SUP12,7.0,64.0,0,0,0.0,0,77429.66,11061.38,0.0,0,Cold,Winter,1,0,,Online,0,0.0,,Dining Table Mini,Furniture,8018.09,11061.38,30,Surat Ring Road Store,Surat,Vertex Global Trade,,21303.03,27.51,2021,12,2021-12,4,Monday,False
2021-12-13,S011,STA-P0020,W05,SUP08,8.0,127.0,0,0,0.0,0,2141.92,267.74,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Calculator Classic,Stationery,167.21,267.74,64,Surat Ring Road Store,Surat,Summit Supply Chain,,804.24,37.55,2021,12,2021-12,4,Monday,False
2021-12-13,S012,CLO-P0012,W05,SUP06,6.0,138.0,0,93,0.0,0,1818.06,303.01,0.0,0,Sunny,Winter,1,0,,Online,0,0.0,,Woolen Sweater,Clothing,214.34,303.01,58,Nagpur Station Road Store,Nagpur,Nationwide Traders,1.0,532.02,29.26,2021,12,2021-12,4,Monday,False
2021-12-13,S014,BEA-P0017,W07,SUP09,66.0,51.0,72,0,8.0,0,38566.44,584.34,0.0,0,Cloudy,Winter,1,0,,Wholesale,0,0.0,,Perfume Plus,Beauty,362.04,584.34,53,Bhopal Central Plaza,Bhopal,Golden Gate Imports,0.0,14671.8,38.04,2021,12,2021-12,4,Monday,False
2021-12-13,S014,SPO-P0027,W07,SUP11,17.0,124.0,0,0,0.0,0,15648.16,920.48,26.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Skipping Rope Classic,Sports,828.18,1243.89,61,Bhopal Central Plaza,Bhopal,Orbit Sourcing Ltd,,1569.1000000000004,10.03,2021,12,2021-12,4,Monday,False
2021-12-13,S015,SPO-P0002,W04,SUP19,0.0,56.0,72,0,24.0,1,0.0,6758.44,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Cricket Bat,Sports,3973.72,6758.44,31,Patna MG Road Store,Patna,Cascade Vendors,0.0,0.0,,2021,12,2021-12,4,Monday,False
2021-12-13,S015,STA-P0007,W04,SUP10,4.0,140.0,0,0,0.0,0,2717.16,679.29,12.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Printer Paper Ream,Stationery,537.42,771.92,69,Patna MG Road Store,Patna,Silverline Merchandise,,567.48,20.89,2021,12,2021-12,4,Monday,False
2021-12-13,S016,CLO-P0016,W06,SUP05,12.0,141.0,0,0,0.0,0,3281.04,273.42,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Ethnic Saree,Clothing,185.62,273.42,80,Guwahati Mall Outlet,Guwahati,Bluewave Supplies,,1053.6,32.11,2021,12,2021-12,4,Monday,False
2021-12-13,S016,ELE-P0028,W06,SUP05,10.0,70.0,0,51,0.0,0,243027.18,22093.38,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Electric Kettle Plus,Electronics,14049.37,22093.38,32,Guwahati Mall Outlet,Guwahati,Bluewave Supplies,1.0,102533.47999999998,42.19,2021,12,2021-12,4,Monday,False
2021-12-13,S016,SPO-P0024,W06,SUP07,13.0,188.0,0,0,0.0,0,78132.73,6010.21,10.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Dumbbell Set Classic,Sports,3531.5,6678.01,83,Guwahati Mall Outlet,Guwahati,Horizon Goods Pvt Ltd,,32223.229999999996,41.24,2021,12,2021-12,4,Monday,False
2021-12-13,S017,GRO-P0036,W01,SUP03,15.0,144.5,0,0,0.0,0,5806.5,387.1,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Cold Drink 2L Classic,Groceries,202.49,387.1,81,Chandigarh High Street Store,Chandigarh,Prime Vendors Ltd,,2769.1499999999996,47.69,2021,12,2021-12,4,Monday,False
2021-12-13,S018,STA-P0021,W02,SUP17,8.0,292.0,0,0,0.0,0,2909.76,363.72,33.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Notebook Pack Classic,Stationery,343.32,542.87,82,Coimbatore City Centre Store,Coimbatore,Oceanic Import-Export,,163.20000000000027,5.61,2021,12,2021-12,4,Monday,False
2021-12-13,S018,STA-P0033,W02,SUP17,9.0,51.0,76,0,34.0,0,1383.69,197.67,11.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Geometry Box Mini,Stationery,114.65,222.1,52,Coimbatore City Centre Store,Coimbatore,Oceanic Import-Export,0.0,351.8399999999999,25.43,2021,12,2021-12,4,Monday,False
2021-12-13,S019,CLO-P0001,W02,SUP03,11.0,91.0,0,0,0.0,0,4065.38,369.58,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Cotton T-Shirt,Clothing,203.61,369.58,78,Kochi Ring Road Store,Kochi,Prime Vendors Ltd,,1825.67,44.91,2021,12,2021-12,4,Monday,False
2021-12-13,S019,CLO-P0020,W02,SUP05,8.0,145.0,0,0,0.0,0,1083.28,135.41,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Maxi Dress,Clothing,98.93,135.41,68,Kochi Ring Road Store,Kochi,Bluewave Supplies,,291.8399999999999,26.94,2021,12,2021-12,4,Monday,False
2021-12-13,S020,STA-P0016,W05,SUP20,17.0,154.0,0,0,0.0,0,6284.05,369.65,16.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Sketch Pen Set Plus,Stationery,277.51,440.06,75,Nashik Station Road Store,Nashik,Meridian Supply Group,,1566.38,24.93,2021,12,2021-12,4,Monday,False
2021-12-13,S021,HOM-P0022,W02,SUP08,3.0,74.0,0,0,0.0,0,4013.64,1337.88,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Table Lamp Classic,Home Decor,913.25,1337.88,42,Visakhapatnam Downtown Store,Visakhapatnam,Summit Supply Chain,,1273.8899999999999,31.74,2021,12,2021-12,4,Monday,False
2021-12-13,S021,PET-P0026,W02,SUP17,10.0,36.0,0,0,0.0,0,2140.8,214.08,27.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Bird Cage Classic,Pet Supplies,211.6,293.26,30,Visakhapatnam Downtown Store,Visakhapatnam,Oceanic Import-Export,,24.800000000000182,1.16,2021,12,2021-12,4,Monday,False
2021-12-13,S023,GRO-P0015,W05,SUP03,36.0,47.0,125,0,3.0,0,14260.32,396.12,30.0,1,Cold,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Ketchup 500ml,Groceries,384.47,565.89,73,Vadodara MG Road Store,Vadodara,Prime Vendors Ltd,0.0,419.3999999999978,2.94,2021,12,2021-12,4,Monday,False
2021-12-13,S025,CLO-P0006,W07,SUP05,12.0,66.0,0,0,0.0,0,3920.16,326.68,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Track Pants,Clothing,244.1,326.68,51,Raipur High Street Store,Raipur,Bluewave Supplies,,990.96,25.28,2021,12,2021-12,4,Monday,False
2021-12-13,S025,PET-P0032,W07,SUP18,9.0,70.0,132,0,26.0,0,16033.41,1781.49,14.0,1,Cloudy,Winter,1,0,Festival Sale,Online,0,0.0,,Cat Litter Pack Mini,Pet Supplies,1168.42,2071.5,83,Raipur High Street Store,Raipur,Zenith Commerce Ltd,0.0,5517.629999999999,34.41,2021,12,2021-12,4,Monday,False
2021-12-13,S025,TOY-P0031,W07,SUP20,0.0,0.0,78,0,24.0,1,0.0,603.0,25.0,1,Cold,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Toy Drone Mini,Toys,581.47,804.0,34,Raipur High Street Store,Raipur,Meridian Supply Group,0.0,0.0,,2021,12,2021-12,4,Monday,False
2021-12-14,S001,TOY-P0017,W01,SUP06,7.0,159.0,0,0,0.0,0,1078.49,154.07,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Art Kit,Toys,85.59,154.07,66,Pune Central Store,Pune,Nationwide Traders,,479.36,44.45,2021,12,2021-12,4,Tuesday,False
2021-12-14,S002,ELE-P0029,W01,SUP17,9.0,148.0,0,0,0.0,0,141852.42,15761.38,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Ceiling Fan Plus,Electronics,8201.62,15761.38,74,Mumbai Andheri Store,Mumbai,Oceanic Import-Export,,68037.84000000001,47.96,2021,12,2021-12,4,Tuesday,False
2021-12-14,S002,PET-P0020,W01,SUP10,5.0,122.0,0,0,0.0,0,4915.75,983.15,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Pet Bowl Set Classic,Pet Supplies,664.92,983.15,61,Mumbai Andheri Store,Mumbai,Silverline Merchandise,,1591.15,32.37,2021,12,2021-12,4,Tuesday,False
2021-12-14,S002,TOY-P0024,W01,SUP05,12.0,81.0,0,0,0.0,0,2880.48,240.04,33.0,1,Cloudy,Winter,1,0,Festival Sale,Online,0,0.0,,Toy Robot Classic,Toys,197.28,358.27,46,Mumbai Andheri Store,Mumbai,Bluewave Supplies,,513.1199999999999,17.81,2021,12,2021-12,4,Tuesday,False
2021-12-14,S003,FUR-P0016,W02,SUP02,24.0,56.0,88,0,9.0,0,14583.6,607.65,0.0,0,Sunny,Winter,1,0,,Corporate,0,0.0,,Bar Stool,Furniture,340.43,607.65,58,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.0,6413.280000000001,43.98,2021,12,2021-12,4,Tuesday,False
2021-12-14,S003,STA-P0034,W02,SUP06,8.0,325.0,0,0,0.0,0,3021.12,377.64,0.0,0,Cold,Winter,1,0,,Online,0,0.0,,School Bag Mini,Stationery,237.73,377.64,97,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,,1119.28,37.05,2021,12,2021-12,4,Tuesday,False
2021-12-14,S005,GRO-P0016,W03,SUP05,4.0,136.0,0,0,0.0,0,383.44,95.86,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Biscuits Pack,Groceries,58.7,95.86,86,Delhi Connaught Place Store,Delhi,Bluewave Supplies,,148.64,38.76,2021,12,2021-12,4,Tuesday,False
2021-12-14,S005,PET-P0023,W03,SUP18,5.0,145.0,0,0,0.0,0,3065.65,613.13,32.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Pet Shampoo Classic,Pet Supplies,560.51,901.66,74,Delhi Connaught Place Store,Delhi,Zenith Commerce Ltd,,263.0999999999999,8.58,2021,12,2021-12,4,Tuesday,False
2021-12-14,S005,SPO-P0024,W03,SUP07,16.0,146.0,0,0,0.0,0,72656.8,4541.05,32.0,1,Cold,Winter,1,0,Festival Sale,Retail,0,0.0,,Dumbbell Set Classic,Sports,3531.5,6678.01,83,Delhi Connaught Place Store,Delhi,Horizon Goods Pvt Ltd,,16152.800000000003,22.23,2021,12,2021-12,4,Tuesday,False
2021-12-14,S007,FUR-P0025,W04,SUP03,13.0,90.0,0,0,0.0,0,243749.87,18749.99,32.0,1,Cloudy,Winter,1,0,Festival Sale,Retail,0,0.0,,Dining Table Classic,Furniture,15083.23,27573.51,62,Kolkata MG Road Store,Kolkata,Prime Vendors Ltd,,47667.880000000005,19.56,2021,12,2021-12,4,Tuesday,False
2021-12-14,S007,SPO-P0033,W04,SUP11,25.0,63.0,0,0,0.0,0,36815.25,1472.61,14.0,1,Cloudy,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Football Mini,Sports,1143.94,1712.34,50,Kolkata MG Road Store,Kolkata,Orbit Sourcing Ltd,,8216.75,22.32,2021,12,2021-12,4,Tuesday,False
2021-12-14,S008,HOM-P0029,W05,SUP07,7.0,172.0,0,0,0.0,0,2828.77,404.11,26.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Mirror Frame Classic,Home Decor,397.29,546.1,65,Ahmedabad Mall Outlet,Ahmedabad,Horizon Goods Pvt Ltd,,47.73999999999978,1.69,2021,12,2021-12,4,Tuesday,False
2021-12-14,S008,STA-P0021,W05,SUP17,5.0,424.0,0,0,0.0,0,2714.35,542.87,0.0,0,Cloudy,Winter,1,0,,Online,0,0.0,,Notebook Pack Classic,Stationery,343.32,542.87,82,Ahmedabad Mall Outlet,Ahmedabad,Oceanic Import-Export,,997.75,36.76,2021,12,2021-12,4,Tuesday,False
2021-12-14,S009,KIT-P0029,W01,SUP06,12.0,65.0,160,0,12.0,0,38635.68,3219.64,0.0,0,Cold,Winter,1,0,,Online,0,0.0,,Chopping Board Classic,Kitchen,2224.05,3219.64,89,Jaipur High Street Store,Jaipur,Nationwide Traders,0.0,11947.079999999998,30.92,2021,12,2021-12,4,Tuesday,False
2021-12-14,S011,CLO-P0019,W05,SUP05,24.0,150.0,0,111,0.0,0,12222.0,509.25,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Polo T-Shirt,Clothing,323.26,509.25,75,Surat Ring Road Store,Surat,Bluewave Supplies,1.0,4463.76,36.52,2021,12,2021-12,4,Tuesday,False
2021-12-14,S011,ELE-P0022,W05,SUP04,4.0,357.0,0,0,0.0,0,77664.12,19416.03,13.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Room Cooler Plus,Electronics,12264.66,22317.28,97,Surat Ring Road Store,Surat,Apex Trading Corp,,28605.479999999996,36.83,2021,12,2021-12,4,Tuesday,False
2021-12-14,S011,KIT-P0029,W05,SUP06,77.0,464.0,0,495,0.0,0,185934.21,2414.73,25.0,1,Sunny,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Chopping Board Classic,Kitchen,2224.05,3219.64,89,Surat Ring Road Store,Surat,Nationwide Traders,1.0,14682.359999999986,7.9,2021,12,2021-12,4,Tuesday,False
2021-12-14,S012,BEA-P0012,W05,SUP20,7.0,84.0,0,56,0.0,0,2685.48,383.64,16.0,1,Cloudy,Winter,1,0,Festival Sale,Online,0,0.0,,Sunscreen Lotion Plus,Beauty,313.61,456.72,36,Nagpur Station Road Store,Nagpur,Meridian Supply Group,1.0,490.21000000000004,18.25,2021,12,2021-12,4,Tuesday,False
2021-12-14,S014,ELE-P0005,W07,SUP07,7.0,194.0,0,147,0.0,0,1022.91,146.13,17.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Power Bank 10000mAh,Electronics,131.88,176.06,82,Bhopal Central Plaza,Bhopal,Horizon Goods Pvt Ltd,1.0,99.75,9.75,2021,12,2021-12,4,Tuesday,False
2021-12-14,S014,GRO-P0009,W07,SUP05,8.0,23.0,75,0,0.0,0,978.16,122.27,32.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Coffee Powder 250g,Groceries,130.38,179.81,40,Bhopal Central Plaza,Bhopal,Bluewave Supplies,0.0,-64.88,-6.63,2021,12,2021-12,4,Tuesday,False
2021-12-14,S015,GRO-P0012,W04,SUP05,10.0,109.0,0,0,0.0,0,5237.0,523.7,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Salt 1kg,Groceries,300.39,523.7,80,Patna MG Road Store,Patna,Bluewave Supplies,,2233.1000000000004,42.64,2021,12,2021-12,4,Tuesday,False
2021-12-14,S015,SPO-P0030,W04,SUP09,9.0,134.0,0,0,0.0,0,45758.43,5084.27,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Fitness Band Mini,Sports,3605.26,5084.27,38,Patna MG Road Store,Patna,Golden Gate Imports,,13311.089999999997,29.09,2021,12,2021-12,4,Tuesday,False
2021-12-14,S016,BEA-P0007,W06,SUP02,17.0,318.0,0,0,0.0,0,16254.72,956.16,0.0,0,Unknown,Winter,1,0,,Corporate,4,3824.64,Customer Changed Mind,Perfume,Beauty,647.29,956.16,82,Guwahati Mall Outlet,Guwahati,Metro Wholesale Co.,,5250.789999999999,32.3,2021,12,2021-12,4,Tuesday,False
2021-12-14,S016,BEA-P0035,W06,SUP12,13.0,230.0,0,0,0.0,0,4263.87,327.99,33.0,1,Sunny,Winter,1,0,Festival Sale,Online,0,0.0,,Shampoo 500ml Mini,Beauty,260.27,489.54,85,Guwahati Mall Outlet,Guwahati,Vertex Global Trade,,880.3600000000001,20.65,2021,12,2021-12,4,Tuesday,False
2021-12-14,S016,ELE-P0029,W06,SUP17,8.0,191.0,0,0,0.0,0,126091.04,15761.38,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Ceiling Fan Plus,Electronics,8201.62,15761.38,74,Guwahati Mall Outlet,Guwahati,Oceanic Import-Export,,60478.07999999999,47.96,2021,12,2021-12,4,Tuesday,False
2021-12-14,S016,SPO-P0016,W06,SUP17,9.0,520.0,0,0,0.0,0,51022.71,5669.19,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Running Shoes Plus,Sports,3572.77,5669.19,80,Guwahati Mall Outlet,Guwahati,Oceanic Import-Export,,18867.78,36.98,2021,12,2021-12,4,Tuesday,False
2021-12-14,S017,HOM-P0034,W01,SUP15,8.0,509.0,0,0,0.0,0,18074.24,2259.28,19.0,1,Sunny,Winter,1,0,Festival Sale,Retail,0,0.0,,Wall Art Canvas Mini,Home Decor,2022.09,2789.23,81,Chandigarh High Street Store,Chandigarh,Falcon Distribution,,1897.5200000000023,10.5,2021,12,2021-12,4,Tuesday,False
2021-12-14,S019,KIT-P0009,W02,SUP18,16.0,80.0,0,0,0.0,0,48008.16,3000.51,0.0,0,Cold,Winter,1,0,,Retail,0,0.0,,Chopping Board,Kitchen,1558.28,3000.51,54,Kochi Ring Road Store,Kochi,Zenith Commerce Ltd,,23075.680000000004,48.07,2021,12,2021-12,4,Tuesday,False
2021-12-14,S019,SPO-P0012,W02,SUP18,14.0,125.0,0,0,0.0,0,78128.68,5580.62,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Cricket Bat Plus,Sports,3537.79,5580.62,81,Kochi Ring Road Store,Kochi,Zenith Commerce Ltd,,28599.619999999995,36.61,2021,12,2021-12,4,Tuesday,False
2021-12-14,S020,HOM-P0009,W05,SUP20,49.0,21.0,187,0,26.0,0,104405.28,2130.72,29.0,1,Cold,Winter,1,0,Festival Sale,Wholesale,0,0.0,,Mirror Frame,Home Decor,1953.05,3001.01,83,Nashik Station Road Store,Nashik,Meridian Supply Group,0.0,8705.830000000002,8.34,2021,12,2021-12,4,Tuesday,False
2021-12-14,S021,SPO-P0020,W02,SUP15,10.0,204.0,0,0,0.0,0,10378.5,1037.85,0.0,0,Sunny,Winter,1,0,,Online,0,0.0,,Fitness Band Classic,Sports,575.91,1037.85,47,Visakhapatnam Downtown Store,Visakhapatnam,Falcon Distribution,,4619.400000000001,44.51,2021,12,2021-12,4,Tuesday,False
2021-12-14,S023,SPO-P0031,W05,SUP17,10.0,215.0,0,0,0.0,0,11136.4,1113.64,21.0,1,Cold,Winter,1,0,Festival Sale,Online,0,0.0,,Yoga Mat Mini,Sports,882.07,1409.67,34,Vadodara MG Road Store,Vadodara,Oceanic Import-Export,,2315.699999999999,20.79,2021,12,2021-12,4,Tuesday,False
2021-12-14,S024,ELE-P0027,W04,SUP15,11.0,139.0,0,0,0.0,0,300464.89,27314.99,0.0,0,Cloudy,Winter,1,0,,Retail,0,0.0,,Home Theatre Plus,Electronics,19308.73,27314.99,73,Ranchi Mall Outlet,Ranchi,Falcon Distribution,,88068.86000000002,29.31,2021,12,2021-12,4,Tuesday,False
2021-12-14,S024,GRO-P0016,W04,SUP05,20.0,132.0,0,0,0.0,0,1917.2,95.86,0.0,0,Unknown,Winter,1,0,,Corporate,0,0.0,,Biscuits Pack,Groceries,58.7,95.86,86,Ranchi Mall Outlet,Ranchi,Bluewave Supplies,,743.2,38.76,2021,12,2021-12,4,Tuesday,False
2021-12-14,S024,STA-P0013,W04,SUP16,4.0,69.0,0,0,0.0,0,1802.2,450.55,0.0,0,Sunny,Winter,1,0,,Retail,0,0.0,,Geometry Box Plus,Stationery,286.84,450.55,58,Ranchi Mall Outlet,Ranchi,Crescent Traders,,654.8400000000001,36.34,2021,12,2021-12,4,Tuesday,False
