date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,product_name,category,unit_cost,unit_price,reorder_point,store_name,city,supplier_name,fill_rate,profit
2023-11-29,S001,TOY-P0007,W01,SUP06,112.0,69.0,106,95,1.0,0,3549.5,58.38,5,1,Rainy,Spring,Toy Train Set,Toys,258.05,358.1,43,Pune Central Store,Pune,Nationwide Traders,0.8962264150943396,-25352.100000000002
2023-11-28,S003,FUR-P0014,W02,SUP02,34.0,91.0,142,127,6.0,0,1084.26,31.89,0,1,Sunny,Autumn,Laptop Table,Furniture,87.71,162.23,78,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.8943661971830986,-1897.8799999999999
2023-12-07,S004,TOY-P0017,W02,SUP06,53.0,92.0,83,73,3.0,0,1389.02,32.76,20,1,Rainy,Spring,Art Kit,Toys,85.59,154.07,66,Chennai T Nagar Store,Chennai,Nationwide Traders,0.8795180722891566,-3147.2500000000005
2023-12-09,S002,GRO-P0014,W01,SUP01,27.0,50.0,171,152,6.0,1,880.59,38.37,15,1,Rainy,Autumn,Pasta 500g,Groceries,155.33,247.46,59,Mumbai Andheri Store,Mumbai,Sunrise Distributors,0.8888888888888888,-3313.3200000000006
2023-11-30,S002,ELE-P0017,W01,SUP04,224.0,241.0,192,181,4.0,0,17541.44,78.31,0,0,Sunny,Winter,Bluetooth Adapter,Electronics,365.91,575.75,44,Mumbai Andheri Store,Mumbai,Apex Trading Corp,0.9427083333333334,-64422.40000000001
2023-10-19,S004,GRO-P0017,W02,SUP01,270.0,277.0,149,135,7.0,0,2432.43,10.01,10,1,Sunny,Autumn,Jaggery 500g,Groceries,87.06,120.51,71,Chennai T Nagar Store,Chennai,Sunrise Distributors,0.9060402684563759,-21073.77
2023-10-28,S005,FUR-P0013,W03,SUP08,11.0,336.0,128,113,1.0,0,1085.37,98.67,0,1,Snowy,Autumn,Ottoman Stool,Furniture,280.8,487.52,54,Delhi Connaught Place Store,Delhi,Summit Supply Chain,0.8828125,-2003.4300000000003
2023-12-13,S005,FUR-P0019,W03,SUP08,65.0,146.0,152,151,7.0,0,2165.8,41.65,20,0,Cloudy,Winter,Console Table,Furniture,65.72,102.59,48,Delhi Connaught Place Store,Delhi,Summit Supply Chain,0.993421052631579,-2106.0
2023-10-24,S003,ELE-P0001,W02,SUP04,53.0,444.0,109,93,4.0,0,2818.78,62.57,15,1,Snowy,Autumn,Wireless Mouse,Electronics,214.88,352.22,73,Bengaluru Koramangala Store,Bengaluru,Apex Trading Corp,0.8532110091743119,-8569.859999999999
2023-11-23,S001,CLO-P0014,W01,SUP05,17.0,430.0,185,178,3.0,0,495.86,36.46,20,1,Cloudy,Autumn,Formal Trousers,Clothing,203.0,365.32,73,Pune Central Store,Pune,Bluewave Supplies,0.9621621621621622,-2955.14
2023-12-23,S005,FUR-P0010,W03,SUP02,113.0,372.0,174,171,6.0,0,4545.99,44.7,10,0,Sunny,Summer,Bean Bag,Furniture,203.62,267.35,66,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.9827586206896551,-18463.07
2023-11-12,S001,CLO-P0014,W01,SUP05,28.0,439.0,121,120,7.0,0,1773.1,74.5,15,0,Cloudy,Summer,Formal Trousers,Clothing,203.0,365.32,73,Pune Central Store,Pune,Bluewave Supplies,0.9917355371900827,-3910.9
2023-10-19,S003,GRO-P0016,W02,SUP05,236.0,238.0,78,69,4.0,0,19847.6,84.1,0,1,Rainy,Spring,Biscuits Pack,Groceries,58.7,95.86,86,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.8846153846153846,5994.399999999998
2023-10-13,S001,TOY-P0012,W01,SUP02,129.0,294.0,146,142,3.0,0,3370.64,30.74,15,0,Sunny,Autumn,Bicycle Kids,Toys,288.25,442.8,69,Pune Central Store,Pune,Metro Wholesale Co.,0.9726027397260274,-33813.61
2023-11-19,S005,GRO-P0006,W03,SUP05,28.0,87.0,82,79,5.0,0,1105.52,43.87,10,1,Snowy,Spring,Masala Mix 200g,Groceries,259.78,474.03,48,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9634146341463414,-6168.32
2023-11-04,S001,CLO-P0001,W01,SUP03,180.0,287.0,62,53,4.0,0,5751.0,35.5,10,1,Cloudy,Winter,Cotton T-Shirt,Clothing,203.61,369.58,78,Pune Central Store,Pune,Prime Vendors Ltd,0.8548387096774194,-30898.800000000003
2024-01-01,S005,TOY-P0017,W03,SUP06,51.0,313.0,101,101,5.0,0,3789.96,82.57,10,0,Cloudy,Autumn,Art Kit,Toys,85.59,154.07,66,Delhi Connaught Place Store,Delhi,Nationwide Traders,1.0,-575.1300000000001
2023-10-20,S003,FUR-P0013,W02,SUP08,174.0,287.0,132,114,2.0,0,13312.74,76.51,0,1,Sunny,Summer,Ottoman Stool,Furniture,280.8,487.52,54,Bengaluru Koramangala Store,Bengaluru,Summit Supply Chain,0.8636363636363636,-35546.46000000001
2023-12-01,S004,CLO-P0003,W02,SUP06,242.0,343.0,148,133,1.0,0,12909.25,66.68,20,0,Sunny,Winter,Formal Shirt,Clothing,325.12,447.65,78,Chennai T Nagar Store,Chennai,Nationwide Traders,0.8986486486486487,-65769.79000000001
2023-12-16,S005,GRO-P0012,W03,SUP05,341.0,409.0,136,121,0.0,0,28732.66,84.26,0,0,Cloudy,Autumn,Salt 1kg,Groceries,300.39,523.7,80,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.8897058823529411,-73700.32999999999
2023-12-26,S003,TOY-P0011,W02,SUP06,254.0,305.0,121,115,2.0,0,4205.86,17.43,5,0,Rainy,Spring,Toy Kitchen Set,Toys,111.12,148.02,42,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.9504132231404959,-24018.62
2023-10-13,S003,TOY-P0011,W02,SUP06,136.0,142.0,56,52,6.0,0,2075.9,16.96,10,1,Cloudy,Autumn,Toy Kitchen Set,Toys,111.12,148.02,42,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.9285714285714286,-13036.42
2024-01-01,S005,FUR-P0006,W03,SUP08,173.0,491.0,100,92,2.0,0,9867.92,71.3,20,1,Snowy,Winter,TV Stand,Furniture,385.5,612.71,41,Delhi Connaught Place Store,Delhi,Summit Supply Chain,0.92,-56823.58
2023-10-27,S002,TOY-P0001,W01,SUP02,93.0,227.0,153,132,6.0,0,6205.7,70.24,5,1,Rainy,Summer,Building Blocks Set,Toys,328.89,473.46,81,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.8627450980392157,-24381.07
2023-11-26,S004,TOY-P0010,W02,SUP06,340.0,371.0,121,116,7.0,0,24712.56,80.76,10,0,Rainy,Summer,Dollhouse,Toys,90.42,118.69,47,Chennai T Nagar Store,Chennai,Nationwide Traders,0.9586776859504132,-6030.239999999998
2023-12-24,S004,TOY-P0016,W02,SUP06,240.0,480.0,73,67,2.0,0,8918.4,46.45,20,1,Snowy,Spring,Toy Drone,Toys,67.24,102.49,60,Chennai T Nagar Store,Chennai,Nationwide Traders,0.9178082191780822,-7219.199999999999
2023-12-06,S004,GRO-P0006,W02,SUP05,249.0,323.0,183,169,2.0,0,6645.81,26.69,0,1,Sunny,Summer,Masala Mix 200g,Groceries,259.78,474.03,48,Chennai T Nagar Store,Chennai,Bluewave Supplies,0.9234972677595629,-58039.409999999996
2023-10-31,S002,GRO-P0007,W01,SUP01,189.0,399.0,196,191,3.0,0,4810.14,26.79,5,0,Rainy,Spring,Almonds 500g,Groceries,158.61,280.18,49,Mumbai Andheri Store,Mumbai,Sunrise Distributors,0.9744897959183674,-25167.15
2023-11-03,S005,GRO-P0016,W03,SUP05,4.0,344.0,67,66,5.0,0,127.56,31.89,0,1,Sunny,Winter,Biscuits Pack,Groceries,58.7,95.86,86,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9850746268656716,-107.24000000000001
2023-12-17,S001,TOY-P0010,W01,SUP06,11.0,262.0,21,20,7.0,0,149.19,15.07,10,0,Snowy,Winter,Dollhouse,Toys,90.42,118.69,47,Pune Central Store,Pune,Nationwide Traders,0.9523809523809523,-845.4300000000001
2023-12-22,S003,TOY-P0014,W02,SUP06,0.0,421.0,133,125,2.0,0,0.0,11.71,15,0,Cloudy,Summer,Rubik Cube,Toys,65.22,91.89,82,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.9398496240601504,0.0
2023-12-30,S001,FUR-P0010,W01,SUP02,331.0,438.0,122,110,0.0,0,22697.0,76.19,10,1,Rainy,Autumn,Bean Bag,Furniture,203.62,267.35,66,Pune Central Store,Pune,Metro Wholesale Co.,0.9016393442622951,-44701.22
2023-12-23,S004,FUR-P0012,W02,SUP08,19.0,457.0,113,102,6.0,0,1608.26,94.05,10,1,Sunny,Spring,Storage Cabinet,Furniture,88.0,149.89,67,Chennai T Nagar Store,Chennai,Summit Supply Chain,0.9026548672566371,-63.74000000000001
2023-11-21,S005,TOY-P0018,W03,SUP02,199.0,233.0,181,160,4.0,0,5695.28,33.67,15,1,Rainy,Autumn,Slime Kit,Toys,373.69,508.02,42,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.8839779005524862,-68669.03
2023-12-05,S002,FUR-P0020,W01,SUP02,203.0,231.0,82,78,0.0,0,3785.65,19.63,5,1,Sunny,Autumn,Cushion Stool,Furniture,362.09,633.36,89,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.9512195121951219,-69718.62
2023-10-28,S005,CLO-P0009,W03,SUP06,26.0,293.0,128,120,7.0,0,1464.79,66.28,15,0,Rainy,Winter,Casual Shorts,Clothing,118.12,186.63,78,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.9375,-1606.33
2023-12-22,S002,ELE-P0015,W01,SUP04,389.0,450.0,146,135,3.0,0,27553.06,83.33,15,1,Sunny,Autumn,LED Strip Lights,Electronics,389.21,687.83,53,Mumbai Andheri Store,Mumbai,Apex Trading Corp,0.9246575342465754,-123849.63
2023-11-26,S002,FUR-P0020,W01,SUP02,174.0,269.0,84,83,5.0,0,14382.14,91.84,10,1,Cloudy,Spring,Cushion Stool,Furniture,362.09,633.36,89,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.9880952380952381,-48621.52
2023-11-05,S001,FUR-P0007,W01,SUP08,57.0,64.0,66,65,5.0,1,2059.41,36.13,0,0,Sunny,Summer,Shoe Rack,Furniture,78.96,125.7,79,Pune Central Store,Pune,Summit Supply Chain,0.9848484848484849,-2441.3099999999995
2023-12-14,S001,CLO-P0008,W01,SUP06,175.0,438.0,59,54,7.0,0,10382.31,62.45,5,0,Rainy,Spring,Kids T-Shirt,Clothing,389.74,715.51,57,Pune Central Store,Pune,Nationwide Traders,0.9152542372881356,-57822.19
2023-12-27,S002,GRO-P0001,W01,SUP05,212.0,311.0,29,26,1.0,0,8212.03,48.42,20,1,Snowy,Summer,Basmati Rice 5kg,Groceries,362.71,584.44,84,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.896551724137931,-68682.48999999999
2023-12-19,S002,FUR-P0015,W01,SUP02,81.0,93.0,90,87,3.0,0,3978.88,54.58,10,0,Sunny,Winter,Wardrobe 2-Door,Furniture,63.09,103.02,51,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.9666666666666667,-1131.4099999999999
2023-10-23,S003,GRO-P0012,W02,SUP05,171.0,389.0,47,41,5.0,0,8733.83,56.75,10,0,Sunny,Summer,Salt 1kg,Groceries,300.39,523.7,80,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.8723404255319149,-42632.85999999999
2023-11-01,S005,CLO-P0015,W03,SUP05,16.0,64.0,123,114,4.0,1,607.84,37.99,0,0,Sunny,Summer,Night Suit,Clothing,159.33,286.69,75,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.926829268292683,-1941.44
2023-10-05,S005,TOY-P0007,W03,SUP06,52.0,189.0,142,121,5.0,0,1097.41,26.38,20,1,Cloudy,Spring,Toy Train Set,Toys,258.05,358.1,43,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.852112676056338,-12321.19
2023-11-16,S002,FUR-P0007,W01,SUP08,32.0,55.0,191,186,0.0,1,2236.48,69.89,0,1,Cloudy,Summer,Shoe Rack,Furniture,78.96,125.7,79,Mumbai Andheri Store,Mumbai,Summit Supply Chain,0.9738219895287958,-290.2399999999998
2023-10-13,S004,GRO-P0002,W02,SUP03,14.0,90.0,187,177,4.0,0,1166.91,98.06,15,0,Sunny,Spring,Sunflower Oil 1L,Groceries,320.2,543.38,55,Chennai T Nagar Store,Chennai,Prime Vendors Ltd,0.946524064171123,-3315.8900000000003
2023-10-07,S005,ELE-P0012,W03,SUP04,287.0,298.0,117,114,4.0,0,18525.56,75.94,15,0,Rainy,Summer,Phone Stand,Electronics,155.53,261.01,59,Delhi Connaught Place Store,Delhi,Apex Trading Corp,0.9743589743589743,-26111.55
2023-12-30,S005,ELE-P0012,W03,SUP04,216.0,303.0,65,62,4.0,0,14342.4,83.0,20,1,Snowy,Winter,Phone Stand,Electronics,155.53,261.01,59,Delhi Connaught Place Store,Delhi,Apex Trading Corp,0.9538461538461539,-19252.08
2023-10-04,S002,FUR-P0002,W01,SUP02,123.0,282.0,140,122,2.0,0,1864.68,18.95,20,1,Sunny,Winter,Office Chair,Furniture,64.56,103.06,60,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.8714285714285714,-6076.2
2023-12-11,S002,GRO-P0010,W01,SUP01,211.0,268.0,123,115,7.0,0,11302.85,59.52,10,1,Cloudy,Summer,Peanut Butter 400g,Groceries,92.64,148.58,73,Mumbai Andheri Store,Mumbai,Sunrise Distributors,0.9349593495934959,-8244.19
2023-11-30,S004,CLO-P0008,W02,SUP06,168.0,449.0,166,163,3.0,0,5086.37,33.64,10,1,Cloudy,Spring,Kids T-Shirt,Clothing,389.74,715.51,57,Chennai T Nagar Store,Chennai,Nationwide Traders,0.9819277108433735,-60389.95
2023-12-27,S005,FUR-P0011,W03,SUP08,13.0,86.0,38,35,5.0,0,555.7,50.29,15,1,Snowy,Spring,Dining Chair,Furniture,363.66,503.36,81,Delhi Connaught Place Store,Delhi,Summit Supply Chain,0.9210526315789473,-4171.88
2023-12-11,S005,TOY-P0015,W03,SUP06,23.0,375.0,137,129,3.0,0,1569.08,80.26,15,0,Cloudy,Spring,Kite Set,Toys,137.29,225.53,51,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.9416058394160584,-1588.5899999999997
2023-11-06,S002,CLO-P0010,W01,SUP05,82.0,100.0,24,22,2.0,0,3136.5,38.25,0,1,Rainy,Winter,Kurta Set,Clothing,104.0,177.82,42,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.9166666666666666,-5391.5
2023-12-03,S003,GRO-P0017,W02,SUP01,395.0,397.0,117,115,6.0,0,29552.72,88.02,15,1,Cloudy,Autumn,Jaggery 500g,Groceries,87.06,120.51,71,Bengaluru Koramangala Store,Bengaluru,Sunrise Distributors,0.9829059829059829,-4835.980000000003
2023-10-31,S005,GRO-P0006,W03,SUP05,119.0,145.0,174,165,0.0,0,1690.1,14.95,5,1,Cloudy,Summer,Masala Mix 200g,Groceries,259.78,474.03,48,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.9482758620689655,-29223.719999999998
2023-12-19,S004,CLO-P0007,W02,SUP06,62.0,468.0,180,177,2.0,0,2782.19,49.86,10,1,Rainy,Spring,Winter Jacket,Clothing,271.08,475.71,81,Chennai T Nagar Store,Chennai,Nationwide Traders,0.9833333333333333,-14024.769999999999
2023-12-31,S001,CLO-P0003,W01,SUP06,143.0,253.0,158,156,7.0,0,8996.42,78.64,20,0,Snowy,Autumn,Formal Shirt,Clothing,325.12,447.65,78,Pune Central Store,Pune,Nationwide Traders,0.9873417721518988,-37495.740000000005
2023-12-22,S005,GRO-P0006,W03,SUP05,96.0,204.0,94,87,6.0,0,8622.05,94.54,5,1,Snowy,Summer,Masala Mix 200g,Groceries,259.78,474.03,48,Delhi Connaught Place Store,Delhi,Bluewave Supplies,0.925531914893617,-16316.829999999998
2023-11-07,S005,ELE-P0019,W03,SUP07,2.0,386.0,183,179,0.0,0,160.67,94.51,15,0,Snowy,Spring,Screen Protector,Electronics,349.81,613.96,48,Delhi Connaught Place Store,Delhi,Horizon Goods Pvt Ltd,0.9781420765027322,-538.95
2023-11-09,S004,FUR-P0012,W02,SUP08,163.0,346.0,54,48,7.0,0,7912.84,51.1,5,1,Sunny,Winter,Storage Cabinet,Furniture,88.0,149.89,67,Chennai T Nagar Store,Chennai,Summit Supply Chain,0.8888888888888888,-6431.16
2023-12-14,S003,FUR-P0008,W02,SUP02,102.0,389.0,29,26,0.0,0,3980.4,45.91,15,1,Cloudy,Spring,Coat Rack,Furniture,378.24,621.46,64,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.896551724137931,-34600.08
2023-11-20,S001,CLO-P0002,W01,SUP03,349.0,373.0,72,62,4.0,0,13644.5,48.87,20,0,Rainy,Winter,Denim Jeans,Clothing,82.96,156.41,74,Pune Central Store,Pune,Prime Vendors Ltd,0.8611111111111112,-15308.539999999997
2023-10-15,S004,ELE-P0006,W02,SUP07,179.0,239.0,174,170,1.0,0,6703.55,37.45,0,1,Rainy,Summer,Wireless Earbuds,Electronics,152.76,259.26,54,Chennai T Nagar Store,Chennai,Horizon Goods Pvt Ltd,0.9770114942528736,-20640.489999999998
2023-12-30,S002,TOY-P0020,W01,SUP02,269.0,357.0,175,151,5.0,0,24678.06,91.74,0,0,Rainy,Winter,Card Game Set,Toys,322.82,544.11,80,Mumbai Andheri Store,Mumbai,Metro Wholesale Co.,0.8628571428571429,-62160.520000000004
2023-12-25,S003,FUR-P0020,W02,SUP02,110.0,205.0,163,162,6.0,0,1340.74,12.83,5,0,Rainy,Summer,Cushion Stool,Furniture,362.09,633.36,89,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.9938650306748467,-38489.159999999996
2023-10-12,S001,GRO-P0014,W01,SUP01,397.0,415.0,64,58,0.0,0,14712.82,43.6,15,0,Rainy,Summer,Pasta 500g,Groceries,155.33,247.46,59,Pune Central Store,Pune,Sunrise Distributors,0.90625,-46953.19
2023-11-01,S001,TOY-P0020,W01,SUP02,257.0,296.0,140,139,1.0,0,4637.57,20.05,10,1,Sunny,Winter,Card Game Set,Toys,322.82,544.11,80,Pune Central Store,Pune,Metro Wholesale Co.,0.9928571428571429,-78327.17000000001
2023-11-23,S001,CLO-P0013,W01,SUP05,26.0,151.0,194,182,7.0,0,447.41,19.12,10,1,Snowy,Autumn,Rain Jacket,Clothing,216.5,310.93,46,Pune Central Store,Pune,Bluewave Supplies,0.9381443298969072,-5181.59
2023-11-27,S004,ELE-P0017,W02,SUP04,295.0,366.0,34,30,4.0,0,17826.7,63.61,5,1,Sunny,Spring,Bluetooth Adapter,Electronics,365.91,575.75,44,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.8823529411764706,-90116.75000000001
2023-10-29,S005,FUR-P0010,W03,SUP02,80.0,218.0,147,145,5.0,0,7571.12,99.62,5,0,Snowy,Winter,Bean Bag,Furniture,203.62,267.35,66,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.9863945578231292,-8718.48
2023-12-22,S001,GRO-P0008,W01,SUP01,169.0,175.0,183,172,5.0,0,6253.0,37.0,0,0,Snowy,Spring,Brown Bread,Groceries,225.26,312.29,88,Pune Central Store,Pune,Sunrise Distributors,0.9398907103825137,-31815.939999999995
2023-10-27,S001,FUR-P0012,W01,SUP08,270.0,496.0,28,26,7.0,0,26929.8,99.74,0,1,Sunny,Winter,Storage Cabinet,Furniture,88.0,149.89,67,Pune Central Store,Pune,Summit Supply Chain,0.9285714285714286,3169.7999999999993
2023-11-14,S005,FUR-P0002,W03,SUP02,96.0,219.0,191,170,3.0,0,7354.37,95.76,20,0,Rainy,Summer,Office Chair,Furniture,64.56,103.06,60,Delhi Connaught Place Store,Delhi,Metro Wholesale Co.,0.8900523560209425,1156.6099999999997
2023-12-11,S005,GRO-P0017,W03,SUP01,169.0,276.0,116,102,2.0,0,2064.67,12.86,5,0,Snowy,Autumn,Jaggery 500g,Groceries,87.06,120.51,71,Delhi Connaught Place Store,Delhi,Sunrise Distributors,0.8793103448275862,-12648.470000000001
2023-11-07,S002,ELE-P0012,W01,SUP04,103.0,238.0,175,173,7.0,0,1764.02,79.82,15,1,Snowy,Summer,Phone Stand,Electronics,155.53,261.01,59,Mumbai Andheri Store,Mumbai,Apex Trading Corp,0.9885714285714285,-14255.57
2023-12-11,S003,CLO-P0006,W02,SUP05,5.0,120.0,44,38,4.0,0,309.9,61.98,0,0,Rainy,Autumn,Track Pants,Clothing,244.1,326.68,51,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.8636363636363636,-910.6
2023-10-15,S002,ELE-P0013,W01,SUP07,24.0,437.0,148,139,1.0,0,1190.59,55.12,10,0,Sunny,Spring,Laptop Sleeve,Electronics,80.68,110.6,58,Mumbai Andheri Store,Mumbai,Horizon Goods Pvt Ltd,0.9391891891891891,-745.7300000000002
2023-11-09,S002,GRO-P0013,W01,SUP05,20.0,136.0,121,119,4.0,0,1423.2,88.95,20,0,Rainy,Winter,Sugar 1kg,Groceries,93.31,173.23,46,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.9834710743801653,-443.0
2023-10-27,S003,TOY-P0008,W02,SUP02,121.0,219.0,77,73,2.0,0,6115.46,59.46,15,0,Rainy,Winter,Water Gun,Toys,158.62,219.9,81,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,0.948051948051948,-13077.560000000001
2023-11-28,S004,FUR-P0018,W02,SUP02,51.0,96.0,85,81,5.0,0,4193.25,96.73,15,1,Rainy,Winter,Recliner Chair,Furniture,139.59,259.86,65,Chennai T Nagar Store,Chennai,Metro Wholesale Co.,0.9529411764705882,-2925.84
2023-12-25,S004,CLO-P0008,W02,SUP06,110.0,384.0,137,117,7.0,0,3820.41,38.59,10,0,Cloudy,Winter,Kids T-Shirt,Clothing,389.74,715.51,57,Chennai T Nagar Store,Chennai,Nationwide Traders,0.8540145985401459,-39050.990000000005
2024-01-01,S005,GRO-P0020,W03,SUP03,6.0,117.0,165,153,3.0,0,376.27,78.39,20,1,Rainy,Spring,Instant Noodles Pack,Groceries,56.24,76.79,79,Delhi Connaught Place Store,Delhi,Prime Vendors Ltd,0.9272727272727272,38.829999999999984
2023-11-27,S005,CLO-P0009,W03,SUP06,445.0,499.0,157,138,6.0,0,27919.3,62.74,0,1,Snowy,Autumn,Casual Shorts,Clothing,118.12,186.63,78,Delhi Connaught Place Store,Delhi,Nationwide Traders,0.8789808917197452,-24644.100000000002
2023-12-06,S003,GRO-P0010,W02,SUP01,101.0,440.0,75,70,6.0,0,2958.14,30.83,5,1,Sunny,Winter,Peanut Butter 400g,Groceries,92.64,148.58,73,Bengaluru Koramangala Store,Bengaluru,Sunrise Distributors,0.9333333333333333,-6398.5
2023-11-28,S004,FUR-P0010,W02,SUP02,103.0,226.0,43,38,7.0,0,3619.01,39.04,10,0,Snowy,Autumn,Bean Bag,Furniture,203.62,267.35,66,Chennai T Nagar Store,Chennai,Metro Wholesale Co.,0.8837209302325582,-17353.85
2023-12-29,S004,ELE-P0009,W02,SUP04,73.0,74.0,173,165,1.0,0,6686.73,96.42,5,0,Snowy,Spring,USB Hub,Electronics,81.52,141.31,41,Chennai T Nagar Store,Chennai,Apex Trading Corp,0.953757225433526,735.7699999999995
2023-10-05,S002,TOY-P0011,W01,SUP06,301.0,438.0,80,79,4.0,0,18798.35,65.74,5,0,Sunny,Autumn,Toy Kitchen Set,Toys,111.12,148.02,42,Mumbai Andheri Store,Mumbai,Nationwide Traders,0.9875,-14648.770000000004
2023-11-21,S002,FUR-P0001,W01,SUP08,145.0,212.0,86,81,0.0,0,6919.4,47.72,0,1,Sunny,Winter,Study Table,Furniture,277.45,374.74,69,Mumbai Andheri Store,Mumbai,Summit Supply Chain,0.9418604651162791,-33310.85
2023-11-15,S002,TOY-P0009,W01,SUP06,81.0,180.0,84,76,3.0,0,6160.05,76.05,0,1,Cloudy,Spring,Building Blocks Mini,Toys,107.94,158.76,86,Mumbai Andheri Store,Mumbai,Nationwide Traders,0.9047619047619048,-2583.0899999999992
2023-12-31,S004,FUR-P0005,W02,SUP02,134.0,230.0,68,59,1.0,0,6497.66,48.49,0,0,Sunny,Autumn,Folding Chair,Furniture,171.4,283.59,69,Chennai T Nagar Store,Chennai,Metro Wholesale Co.,0.8676470588235294,-16469.940000000002
2023-10-04,S002,CLO-P0017,W01,SUP03,7.0,185.0,138,125,3.0,0,194.39,32.67,15,1,Rainy,Spring,Denim Jacket,Clothing,98.91,140.45,74,Mumbai Andheri Store,Mumbai,Prime Vendors Ltd,0.9057971014492754,-497.98
2023-11-15,S003,TOY-P0009,W02,SUP06,131.0,205.0,155,153,0.0,0,6550.52,55.56,10,1,Cloudy,Summer,Building Blocks Mini,Toys,107.94,158.76,86,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.9870967741935484,-7589.619999999999
2023-11-14,S001,TOY-P0001,W01,SUP02,56.0,145.0,195,166,1.0,0,1484.28,29.45,10,0,Cloudy,Spring,Building Blocks Set,Toys,328.89,473.46,81,Pune Central Store,Pune,Metro Wholesale Co.,0.8512820512820513,-16933.56
2023-12-21,S003,CLO-P0017,W02,SUP03,46.0,262.0,141,128,2.0,0,3709.9,80.65,0,1,Rainy,Summer,Denim Jacket,Clothing,98.91,140.45,74,Bengaluru Koramangala Store,Bengaluru,Prime Vendors Ltd,0.9078014184397163,-839.9599999999996
2023-12-20,S005,FUR-P0019,W03,SUP08,96.0,221.0,107,104,4.0,0,5258.88,54.78,0,1,Cloudy,Autumn,Console Table,Furniture,65.72,102.59,48,Delhi Connaught Place Store,Delhi,Summit Supply Chain,0.9719626168224299,-1050.2399999999998
2023-10-25,S003,GRO-P0011,W02,SUP05,124.0,300.0,156,149,4.0,0,5242.6,49.74,15,0,Cloudy,Autumn,Cornflakes 500g,Groceries,253.39,359.78,74,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,0.9551282051282052,-26177.759999999995
2023-11-14,S001,CLO-P0012,W01,SUP06,144.0,225.0,61,58,7.0,0,8687.95,70.98,15,1,Snowy,Autumn,Woolen Sweater,Clothing,214.34,303.01,58,Pune Central Store,Pune,Nationwide Traders,0.9508196721311475,-22177.01
2023-12-13,S004,TOY-P0018,W02,SUP02,174.0,261.0,145,141,6.0,0,10018.92,57.58,0,0,Rainy,Winter,Slime Kit,Toys,373.69,508.02,42,Chennai T Nagar Store,Chennai,Metro Wholesale Co.,0.9724137931034482,-55003.14
2023-11-02,S003,TOY-P0015,W02,SUP06,32.0,143.0,68,65,7.0,0,738.88,23.09,0,0,Cloudy,Summer,Kite Set,Toys,137.29,225.53,51,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,0.9558823529411765,-3654.3999999999996
2023-11-12,S001,TOY-P0009,W01,SUP06,73.0,471.0,183,169,4.0,0,2978.58,42.95,5,0,Snowy,Autumn,Building Blocks Mini,Toys,107.94,158.76,86,Pune Central Store,Pune,Nationwide Traders,0.9234972677595629,-4901.04
2023-11-07,S001,CLO-P0003,W01,SUP06,60.0,281.0,176,172,2.0,0,5206.68,96.42,10,1,Cloudy,Autumn,Formal Shirt,Clothing,325.12,447.65,78,Pune Central Store,Pune,Nationwide Traders,0.9772727272727273,-14300.52
