product_id,product_name,category,total_units_sold,avg_inventory,turnover_ratio
STA-P0017,Printer Paper Ream Plus,Stationery,1302.0,182.8641975308642,7.12
STA-P0018,File Folder Pack Plus,Stationery,929.0,114.82758620689656,8.09
STA-P0019,Highlighter Set Plus,Stationery,1454.0,169.16666666666666,8.6
STA-P0020,Calculator Classic,Stationery,1983.0,127.18620689655172,15.59
STA-P0021,Notebook Pack Classic,Stationery,1665.0,222.03153153153153,7.5
STA-P0022,Ball Pen Set Classic,Stationery,2038.0,102.17532467532467,19.95
STA-P0023,Geometry Box Classic,Stationery,1450.0,146.5,9.9
STA-P0024,School Bag Classic,Stationery,1300.0,243.77272727272728,5.33
STA-P0025,Colour Pencils Classic,Stationery,757.0,131.44615384615383,5.76
STA-P0026,Sketch Pen Set Classic,Stationery,2675.0,80.83030303030303,33.09
STA-P0027,Printer Paper Ream Classic,Stationery,1739.0,78.61029411764706,22.12
STA-P0028,File Folder Pack Classic,Stationery,3055.0,56.20103092783505,54.36
STA-P0029,Highlighter Set Classic,Stationery,1644.0,149.68702290076337,10.98
STA-P0030,Calculator Mini,Stationery,1406.0,76.26271186440678,18.44
STA-P0031,Notebook Pack Mini,Stationery,2125.0,73.62582781456953,28.86
STA-P0032,Ball Pen Set Mini,Stationery,2130.0,102.44155844155844,20.79
STA-P0033,Geometry Box Mini,Stationery,1733.0,136.2992700729927,12.71
STA-P0034,School Bag Mini,Stationery,2762.0,223.09547738693468,12.38
STA-P0035,Colour Pencils Mini,Stationery,1255.0,218.26612903225808,5.75
TOY-P0001,Building Blocks Set,Toys,2096.0,173.64233576642334,12.07
TOY-P0002,Remote Control Car,Toys,1097.0,127.55238095238096,8.6
TOY-P0003,Puzzle 500pc,Toys,792.0,144.46153846153845,5.48
TOY-P0004,Action Figure,Toys,1320.0,130.36190476190475,10.13
TOY-P0005,Soft Plush Toy,Toys,1379.0,131.5,10.49
TOY-P0006,Board Game,Toys,1467.0,174.11009174311926,8.43
TOY-P0007,Toy Train Set,Toys,1101.0,87.975,12.51
TOY-P0008,Water Gun,Toys,2736.0,157.88135593220338,17.33
TOY-P0009,Building Blocks Mini,Toys,1711.0,171.0,10.01
TOY-P0010,Dollhouse,Toys,1677.0,90.83108108108108,18.46
TOY-P0011,Toy Kitchen Set,Toys,1345.0,75.13861386138613,17.9
TOY-P0012,Bicycle Kids,Toys,1759.0,125.78225806451613,13.98
TOY-P0013,Skateboard Kids,Toys,986.0,117.98765432098766,8.36
TOY-P0014,Rubik Cube,Toys,1969.0,172.83766233766235,11.39
TOY-P0015,Kite Set,Toys,694.0,88.6969696969697,7.82
TOY-P0016,Toy Drone,Toys,1872.0,127.88111888111888,14.64
TOY-P0017,Art Kit,Toys,1489.0,154.40350877192984,9.64
TOY-P0018,Slime Kit,Toys,2401.0,67.67261904761905,35.48
TOY-P0019,Toy Robot,Toys,878.0,159.2,5.52
TOY-P0020,Card Game Set,Toys,1805.0,165.28181818181818,10.92
TOY-P0021,Toy Drone Classic,Toys,2286.0,129.66285714285715,17.63
TOY-P0022,Art Kit Classic,Toys,2124.0,110.0,19.31
TOY-P0023,Slime Kit Classic,Toys,2363.0,156.76451612903224,15.07
TOY-P0024,Toy Robot Classic,Toys,1049.0,83.73195876288659,12.53
TOY-P0025,Card Game Set Classic,Toys,1067.0,70.85185185185185,15.06
TOY-P0026,Building Blocks Classic,Toys,633.0,165.16981132075472,3.83
TOY-P0027,Remote Car Classic,Toys,1658.0,74.1896551724138,22.35
TOY-P0028,Puzzle Set Classic,Toys,1469.0,193.93103448275863,7.57
TOY-P0029,Action Figure Classic,Toys,1279.0,66.30973451327434,19.29
TOY-P0030,Doll House Mini,Toys,2615.0,208.9672131147541,12.51
TOY-P0031,Toy Drone Mini,Toys,1993.0,67.17088607594937,29.67
TOY-P0032,Art Kit Mini,Toys,1656.0,170.624,9.71
TOY-P0033,Slime Kit Mini,Toys,1388.0,153.6951219512195,9.03
TOY-P0034,Toy Robot Mini,Toys,1355.0,151.21,8.96
TOY-P0035,Card Game Set Mini,Toys,1043.0,108.94845360824742,9.57
TOY-P0036,Building Blocks Mini,Toys,1683.0,112.63698630136986,14.94
TOY-P0037,Remote Car Mini,Toys,560.0,145.92307692307693,3.84
TOY-P0038,Puzzle Set Mini,Toys,2590.0,146.83333333333334,17.64
TOY-P0039,Action Figure Mini,Toys,2682.0,95.63128491620111,28.05
TOY-P0040,Doll House Deluxe,Toys,2155.0,79.56213017751479,27.09
